Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,3
64012,5
64014,27
64015,5
64029,7
64030,11
64034,1
64040,2
64050,14
64052,3
64053,2
64055,53
64056,4
64057,10
64058,1
64060,4
64062,1
64063,1
64068,36
64070,1
64075,18
64078,2
64079,2
64080,1
64081,1
64082,7
64083,13
64085,2
64086,37
64089,4
64098,1
64106,18
64108,158
64109,13
64110,25
64111,71
64112,18
64113,14
64114,46
64116,124
64117,7
64118,5
64119,9
64120,25
64123,3
64125,1
64127,4
64129,10
64130,15
64131,15
64132,15
64133,91
64134,8
64137,9
64138,15
64139,3
64145,5
64147,2
64149,2
64150,5
64151,21
64152,14
64153,7
64154,13
64155,8
64156,2
64157,9
64158,11
64161,1
64163,1
64401,3
64454,3
64465,1
64503,1
64504,1
64701,4
64734,1
65616,23
65802,22
65803,22
65804,14
65806,6
65807,14
65809,1
65810,3
66006,2
66007,1
66012,1
66018,2
66021,2
66025,3
66027,4
66030,11
66031,1
66044,23
66045,1
66046,2
66047,1
66048,9
66049,6
66052,1
66053,1
66061,19
66062,14
66083,9
66085,1
66101,13
66102,24
66103,15
66104,8
66105,2
66106,15
66109,21
66111,2
66112,1
66115,10
66202,19
66203,4
66204,27
66205,21
66206,20
66207,6
66208,8
66209,5
66210,37
66211,15
66212,54
66213,16
66214,7
66215,24
66216,12
66217,1
66218,6
66219,14
66220,2
66221,14
66223,15
66224,15
66226,10
66227,1
Branson,0
Springfield,0
