Word,Cost,Clicks,Impressions,Conversions,Top Containing Queries
video,$41.14,8,205,0.00,"(kansas city video production, video production kansas city, video production)"
production,$55.77,13,200,0.00,"(kansas city video production, video production kansas city, video production)"
kansas,$102.23,16,197,0.00,"(kansas city video production, vmly&r kansas city, video production kansas city)"
kansas city,$102.23,16,196,0.00,"(kansas city video production, vmly&r kansas city, video production kansas city)"
productions,$47.46,7,102,0.00,"(padgett productions, call it magic productions, headline productions)"
film,$33.35,8,66,0.00,"(film production companies in kansas city, film transfer near me, film events)"
companies,$33.39,6,63,0.00,"(kansas city production companies, film production companies in kansas city, production companies kansas city)"
me,$23.57,3,53,0.00,"(digital services near me, film transfer near me, production companies near me)"
near me,$16.05,2,51,0.00,"(digital services near me, film transfer near me, production companies near me)"
company,$13.91,3,47,0.00,"(production company kansas city, production company, kansas city video production company)"
videographer,$6.31,1,45,0.00,"(videographer, kansas city videographer, videographer kansas city)"
kc,$4.44,2,39,0.00,"(motive kc, paradise productions kc, kc film)"
live,$0.00,0,34,0.00,"(live stream, live streaming services for events, live streaming websites)"
motion,$3.08,1,34,0.00,"(school of motion, sports motion graphics, motion art)"
graphic,$3.08,1,30,0.00,"(graphic design, graphic art design, graphic design overland park)"
design,$0.00,0,28,0.00,"(graphic design, graphic art design, graphic design overland park)"
audio,$20.17,2,28,0.00,"(audio video graphics, kansas city audio visual, audio video kansas city)"
media,$19.85,4,27,0.00,"(epic media, square one media productions, bic media kansas city)"
vmly&r,$28.88,3,25,0.00,(vmly&r kansas city)
graphics,$0.00,0,24,0.00,"(audio video graphics, sports motion graphics, audio visual graphics)"
in,$0.00,0,23,0.00,"(film production companies in kansas city, in tune productions, video production companies in kansas city)"
videography,$0.00,0,20,0.00,"(videography, videography classes, drone videography)"
studio,$0.00,0,18,0.00,"(film studio, switcher studio, home video studio near me)"
streaming,$0.00,0,17,0.00,"(live streaming services for events, live streaming websites, live streaming)"
studios,$0.00,0,14,0.00,"(kansas city animation studios, holsum studios kansas city, motion graphics studios)"
audio visual,$20.17,2,13,0.00,"(kansas city audio visual, audio visual companies near me, audio visual graphics)"
services,$0.00,0,13,0.00,"(digital services near me, live streaming services for events, audio video services near me)"
padgett productions,$0.00,0,13,0.00,"(padgett productions, padgett productions kansas city, padgett productions kc)"
drone,$0.00,0,13,0.00,"(drone photography kansas city, drone show kansas city, kansas city drone photography)"
outpost,$1.38,4,13,0.00,"(outpost worldwide, outpost production, outpost productions)"
to,$7.74,1,12,0.00,"(how to create video shorts, 8mm film to digital conversion service near me, 8mm to digital service near me)"
events,$2.94,1,11,0.00,"(film events, live streaming services for events, global events productions)"
livestreaming,$0.00,0,11,0.00,"(livestreaming, livestreaming equipment)"
editing,$0.00,0,11,0.00,"(dvd editing near me, freelancing websites for video editing, professional video editing software)"
worldwide,$1.38,4,11,0.00,(outpost worldwide)
for,$0.00,0,10,0.00,"(live streaming services for events, animation for adobe premiere, design for motion)"
transfer,$0.00,0,10,0.00,"(film transfer near me, video transfer service near me, film transfer to digital near me)"
live stream,$0.00,0,9,0.00,"(live stream, live stream free)"
photography,$0.00,0,9,0.00,"(drone photography kansas city, kansas city drone photography, photography and videography near me)"
a,$0.00,0,8,0.00,"(a to z video kansas city, a v service, hire a camera man)"
motive,$0.00,0,8,0.00,(motive kc)
digital,$0.00,0,8,0.00,"(digital services near me, 8mm film to digital conversion service near me, 8mm to digital service near me)"
videographers,$0.00,0,8,0.00,"(videographers, videographers in kansas city, kansas city videographers)"
service,$0.00,0,8,0.00,"(video transfer service near me, 8mm film to digital conversion service near me, 8mm to digital service near me)"
high,$0.00,0,8,0.00,(high definition video)
free,$0.00,0,8,0.00,"(live stream free, free live streaming platforms, free streamyard alternatives)"
films,$20.99,2,8,0.00,"(baysinger films, buzzworks films, bydesign films)"
definition,$0.00,0,8,0.00,(high definition video)
videos,$0.00,0,7,0.00,"(videos, creating videos, custom music videos)"
how,$7.74,1,7,0.00,"(how to create video shorts, how much does videography cost, how to become a videographer)"
music,$0.00,0,6,0.00,"(custom music videos, locations to shoot music video, make a music video)"
vmlyr,$0.00,0,6,0.00,(vmlyr kansas city)
websites,$0.00,0,6,0.00,"(live streaming websites, freelancing websites for video editing, videography websites)"
and,$0.00,0,6,0.00,"(career in film and television production, careers in film and television production, careers in film and video production)"
