Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,1
64012,9
64014,19
64015,8
64016,1
64024,5
64029,6
64030,13
64048,2
64050,17
64052,5
64053,2
64055,23
64057,16
64058,4
64060,3
64063,2
64064,1
64068,42
64070,1
64075,16
64077,2
64079,5
64081,3
64082,7
64083,2
64085,2
64086,60
64089,2
64106,22
64108,91
64109,18
64110,15
64111,61
64112,16
64113,13
64114,29
64116,168
64117,3
64118,5
64119,9
64120,18
64123,3
64125,3
64126,1
64127,13
64129,7
64130,14
64131,27
64132,7
64133,58
64134,16
64137,8
64138,4
64145,8
64146,3
64147,4
64149,1
64150,1
64151,22
64152,17
64153,11
64154,16
64155,17
64156,4
64157,11
64158,8
64161,5
64401,3
64439,1
64443,1
64454,1
64701,6
64746,1
65616,28
65802,17
65803,10
65804,16
65806,10
65807,33
65809,1
65810,9
66002,1
66006,4
66012,1
66018,6
66025,3
66027,5
66030,9
66044,15
66045,1
66046,9
66047,2
66048,7
66049,3
66053,4
66061,6
66062,26
66083,4
66085,2
66101,12
66102,16
66103,14
66104,10
66105,1
66106,16
66109,18
66111,5
66112,8
66115,2
66202,11
66203,7
66204,11
66205,6
66206,8
66207,2
66208,10
66209,9
66210,38
66211,11
66212,64
66213,29
66214,8
66215,45
66216,14
66217,2
66218,4
66219,14
66221,19
66223,20
66224,6
66226,14
Branson,0
Springfield,0
