Start Hour,Impressions
12 AM,0
1 AM,0
2 AM,0
3 AM,0
4 AM,0
5 AM,0
6 AM,0
7 AM,0
8 AM,0
9 AM,275
10 AM,327
11 AM,278
12 PM,268
1 PM,300
2 PM,263
3 PM,153
4 PM,126
5 PM,94
6 PM,0
7 PM,0
8 PM,0
9 PM,0
10 PM,0
11 PM,0
