Date,Clicks,Impressions,Avg. CPC,Cost
2023-09-24,9,"2,735",$1.19,$10.70
2023-09-25,16,"8,183",$1.26,$20.08
2023-09-26,5,"1,493",$4.42,$22.08
2023-09-27,12,"4,304",$1.60,$19.24
2023-09-28,12,"3,327",$1.34,$16.12
2023-09-29,10,"5,988",$1.01,$10.09
2023-09-30,15,"9,970",$0.95,$14.30
2023-10-01,12,"3,312",$1.34,$16.13
2023-10-02,4,"1,205",$6.46,$25.85
2023-10-03,7,"4,074",$1.59,$11.16
2023-10-04,6,"2,534",$1.69,$10.16
2023-10-05,11,"7,692",$1.57,$17.24
2023-10-06,9,"6,468",$2.16,$19.41
2023-10-07,9,"5,958",$1.54,$13.87
2023-10-08,11,"6,390",$1.22,$13.42
2023-10-09,8,"2,417",$1.42,$11.37
2023-10-10,14,"4,705",$0.95,$13.35
2023-10-11,21,"6,104",$1.36,$28.66
2023-10-12,18,"10,565",$2.24,$40.33
2023-10-13,15,"3,661",$2.03,$30.40
2023-10-14,22,"10,093",$1.14,$25.14
2023-10-15,15,"6,017",$2.02,$30.35
2023-10-16,14,"6,947",$1.49,$20.87
2023-10-17,13,"4,758",$1.51,$19.68
2023-10-18,6,"1,396",$4.47,$26.84
2023-10-19,8,"4,533",$2.51,$20.11
2023-10-20,10,"4,125",$2.19,$21.86
2023-10-21,15,"7,750",$0.82,$12.23
2023-10-22,10,"4,603",$1.28,$12.76
2023-10-23,17,"11,301",$1.06,$17.94
2023-10-24,12,"5,663",$1.89,$22.72
2023-10-25,14,"6,047",$1.10,$15.46
2023-10-26,10,"2,776",$2.19,$21.87
2023-10-27,11,"7,599",$1.38,$15.22
2023-10-28,14,"8,876",$1.09,$15.26
2023-10-29,15,"13,078",$0.83,$12.40
2023-10-30,22,"7,749",$1.13,$24.95
2023-10-31,18,"12,923",$1.03,$18.53
2023-11-01,15,"10,172",$1.69,$25.35
2023-11-02,13,"2,639",$1.72,$22.40
2023-11-03,12,"6,611",$2.32,$27.88
2023-11-04,10,"5,163",$1.05,$10.48
2023-11-05,12,"5,183",$2.00,$23.99
2023-11-06,16,"8,753",$1.76,$28.12
2023-11-07,4,"3,040",$6.61,$26.43
2023-11-08,14,"5,232",$1.27,$17.84
2023-11-09,14,"8,848",$1.21,$16.88
2023-11-10,8,"2,632",$2.57,$20.56
2023-11-11,8,"2,083",$3.02,$24.13
2023-11-12,10,"3,145",$0.95,$9.48
2023-11-13,6,"1,599",$2.62,$15.70
2023-11-14,15,"3,699",$1.57,$23.61
2023-11-15,13,"3,558",$2.13,$27.71
2023-11-16,10,"5,302",$1.86,$18.55
2023-11-17,8,"2,615",$1.86,$14.85
2023-11-18,6,"3,538",$1.70,$10.20
2023-11-19,6,"2,130",$2.34,$14.06
2023-11-20,6,"3,522",$1.97,$11.83
2023-11-21,10,"2,425",$1.42,$14.24
2023-11-22,12,"5,798",$1.07,$12.87
2023-11-23,7,"3,664",$2.19,$15.34
2023-11-24,9,"5,969",$1.54,$13.88
2023-11-25,13,"12,293",$1.51,$19.62
2023-11-26,8,"3,853",$1.31,$10.49
2023-11-27,15,"4,439",$1.98,$29.68
2023-11-28,12,"4,612",$0.97,$11.64
2023-11-29,22,"6,252",$1.08,$23.79
2023-11-30,20,"10,105",$2.00,$39.96
2023-12-01,11,"1,200",$2.20,$24.25
2023-12-02,14,"5,495",$1.64,$22.95
2023-12-03,24,"9,459",$1.06,$25.40
2023-12-04,17,"7,236",$1.64,$27.94
2023-12-05,9,"2,614",$1.97,$17.74
2023-12-06,15,"2,297",$1.52,$22.84
2023-12-07,11,"3,492",$1.42,$15.61
2023-12-08,17,"7,257",$1.22,$20.76
2023-12-09,25,"8,385",$0.87,$21.71
2023-12-10,21,"4,223",$0.70,$14.69
2023-12-11,10,"4,018",$2.18,$21.78
2023-12-12,14,"2,344",$1.55,$21.70
2023-12-13,12,"4,695",$1.75,$21.03
2023-12-14,13,"5,283",$1.26,$16.35
2023-12-15,12,"11,853",$0.73,$8.80
2023-12-16,16,"8,642",$0.69,$11.06
2023-12-17,14,"4,322",$0.97,$13.60
2023-12-18,10,"2,602",$1.68,$16.84
2023-12-19,15,"9,811",$0.92,$13.74
2023-12-20,10,"4,847",$1.14,$11.42
2023-12-21,15,"6,036",$1.21,$18.12
2023-12-22,19,"12,053",$0.97,$18.41
2023-12-23,24,"16,762",$0.91,$21.83
2023-12-24,26,"20,693",$0.75,$19.63
2023-12-25,27,"16,257",$0.68,$18.26
2023-12-26,19,"9,136",$2.06,$39.18
2023-12-27,18,"14,971",$1.96,$35.28
2023-12-28,25,"9,128",$0.71,$17.80
2023-12-29,17,"3,627",$1.45,$24.72
2023-12-30,18,"4,838",$0.62,$11.25
2023-12-31,30,"7,010",$0.46,$13.67
2024-01-01,36,"7,993",$0.47,$16.80
2024-01-02,24,"3,763",$1.02,$24.47
2024-01-03,7,"1,875",$3.51,$24.59
2024-01-04,18,"8,282",$1.16,$20.87
2024-01-05,5,922,$2.70,$13.52
2024-01-06,19,"7,501",$0.81,$15.42
2024-01-07,17,"10,608",$0.61,$10.35
2024-01-08,25,"26,250",$0.54,$13.42
2024-01-09,47,"25,726",$0.85,$39.85
2024-01-10,25,"10,231",$1.14,$28.50
2024-01-11,26,"17,984",$1.23,$32.10
2024-01-12,8,"2,213",$3.67,$29.35
2024-01-13,4,"1,404",$1.60,$6.39
2024-01-14,20,"9,395",$0.99,$19.77
2024-01-15,18,"8,980",$1.21,$21.81
2024-01-16,27,"9,807",$0.61,$16.59
2024-01-17,6,"1,591",$3.62,$21.70
2024-01-18,17,"6,633",$1.03,$17.44
2024-01-19,18,"4,390",$0.61,$11.02
2024-01-20,9,"1,310",$1.71,$15.37
2024-01-21,7,"3,151",$1.54,$10.77
2024-01-22,18,"9,831",$1.86,$33.40
2024-01-23,10,"4,152",$1.35,$13.54
2024-01-24,4,"1,909",$4.62,$18.49
2024-01-25,13,"7,865",$1.50,$19.51
2024-01-26,8,"3,940",$1.43,$11.46
2024-01-27,14,"8,276",$1.05,$14.70
2024-01-28,15,"8,216",$1.11,$16.68
2024-01-29,12,"4,433",$1.45,$17.40
2024-01-30,10,"2,871",$3.93,$39.30
2024-01-31,8,"2,697",$1.75,$13.98
2024-02-01,16,"5,271",$2.19,$35.05
2024-02-02,8,611,$1.89,$15.14
2024-02-03,14,"4,831",$1.05,$14.72
2024-02-04,10,"6,526",$0.91,$9.07
2024-02-05,19,"6,903",$1.29,$24.56
2024-02-06,12,"3,167",$3.20,$38.41
2024-02-07,15,"4,771",$2.61,$39.12
2024-02-08,7,"3,042",$1.44,$10.06
2024-02-09,14,"3,820",$0.77,$10.84
2024-02-10,6,"2,104",$1.60,$9.58
2024-02-11,15,"3,919",$0.90,$13.57
2024-02-12,31,"16,076",$0.83,$25.66
2024-02-13,13,"2,986",$1.44,$18.78
2024-02-14,10,"5,462",$1.52,$15.23
2024-02-15,17,"7,717",$1.34,$22.72
2024-02-16,14,"8,577",$2.72,$38.11
2024-02-17,24,"10,972",$0.74,$17.66
2024-02-18,19,"6,361",$0.65,$12.29
2024-02-19,16,"5,052",$1.74,$27.85
2024-02-20,14,"8,808",$1.57,$22.04
2024-02-21,11,"2,812",$1.38,$15.17
2024-02-22,10,"6,402",$1.67,$16.72
2024-02-23,9,"5,481",$4.23,$38.06
2024-02-24,2,"1,890",$0.57,$1.14
2024-02-25,11,"2,969",$1.32,$14.57
2024-02-26,5,"1,764",$7.94,$39.72
2024-02-27,15,"10,719",$1.06,$15.95
2024-02-28,21,"7,171",$1.60,$33.70
2024-02-29,17,"5,421",$0.70,$11.85
2024-03-01,4,"2,243",$0.33,$1.33
2024-03-02,8,"2,931",$1.39,$11.11
2024-03-03,6,"2,619",$2.76,$16.55
2024-03-04,10,"1,378",$4.05,$40.54
2024-03-05,21,"1,476",$1.85,$38.88
2024-03-06,6,281,$5.17,$31.01
2024-03-07,6,505,$3.03,$18.18
2024-03-08,1,743,$18.46,$18.46
2024-03-09,3,669,$0.68,$2.04
2024-03-10,13,905,$0.30,$3.88
2024-03-11,6,337,$6.08,$36.51
2024-03-12,5,434,$5.57,$27.83
2024-03-13,11,"3,073",$2.28,$25.13
2024-03-14,6,708,$7.49,$44.97
2024-03-15,5,"1,231",$0.64,$3.21
2024-03-16,3,"1,131",$7.60,$22.80
2024-03-17,11,"1,978",$1.83,$20.10
2024-03-18,1,94,$9.02,$9.02
2024-03-19,5,"1,045",$2.54,$12.68
2024-03-20,3,285,$0.61,$1.83
2024-03-21,14,"4,412",$2.95,$41.30
2024-03-22,10,"1,232",$2.07,$20.69
2024-03-23,19,"1,584",$0.58,$10.96
2024-03-24,17,846,$1.74,$29.59
2024-03-25,21,"1,414",$1.14,$23.90
2024-03-26,19,814,$0.99,$18.79
2024-03-27,15,"1,393",$1.07,$16.11
2024-03-28,17,"1,265",$1.36,$23.20
2024-03-29,18,924,$0.79,$14.23
2024-03-30,19,896,$0.61,$11.58
2024-03-31,20,"1,127",$0.73,$14.54
2024-04-01,24,"1,409",$0.61,$14.71
2024-04-02,13,"1,187",$0.85,$11.02
2024-04-03,24,"1,386",$1.74,$41.79
2024-04-04,31,"1,476",$0.64,$19.73
2024-04-05,23,"1,527",$0.80,$18.32
2024-04-06,37,"1,895",$0.47,$17.34
2024-04-07,36,"1,344",$0.57,$20.68
2024-04-08,20,"1,205",$0.63,$12.65
2024-04-09,26,"1,548",$0.58,$15.21
2024-04-10,39,"1,665",$0.99,$38.80
2024-04-11,31,"1,685",$0.57,$17.61
2024-04-12,3,29,$1.41,$4.23
2024-04-13,1,25,$1.71,$1.71
2024-04-14,0,34,$0.00,$0.00
2024-04-15,3,153,$9.47,$28.42
2024-04-16,7,139,$5.69,$39.81
2024-04-17,7,195,$5.70,$39.87
2024-04-18,13,269,$2.99,$38.90
2024-04-19,2,31,$9.97,$19.94
2024-04-20,12,171,$1.12,$13.50
2024-04-21,3,304,$0.89,$2.68
2024-04-22,2,5,$36.09,$72.18
