Date,Clicks,Impressions,Avg. CPC,Cost
"Thu, Feb 3, 2022",6,67,$6.23,$37.40
"Fri, Feb 4, 2022",2,123,$5.13,$10.27
"Sat, Feb 5, 2022",6,62,$2.63,$15.79
"Sun, Feb 6, 2022",2,66,$2.46,$4.92
"Mon, Feb 7, 2022",4,169,$7.59,$30.35
"Tue, Feb 8, 2022",8,143,$7.50,$60.00
"Wed, Feb 9, 2022",10,141,$4.49,$44.86
"Thu, Feb 10, 2022",5,94,$10.81,$54.03
"Fri, Feb 11, 2022",3,39,$8.39,$25.17
"Sat, Feb 12, 2022",6,88,$3.29,$19.75
"Sun, Feb 13, 2022",3,59,$8.66,$25.98
"Mon, Feb 14, 2022",10,126,$4.29,$42.90
"Tue, Feb 15, 2022",4,138,$4.32,$17.27
"Wed, Feb 16, 2022",10,109,$5.37,$53.68
"Thu, Feb 17, 2022",6,75,$9.18,$55.05
"Fri, Feb 18, 2022",5,45,$3.92,$19.58
"Sat, Feb 19, 2022",3,109,$5.23,$15.69
"Sun, Feb 20, 2022",7,90,$4.63,$32.41
"Mon, Feb 21, 2022",7,170,$3.96,$27.74
"Tue, Feb 22, 2022",5,156,$5.30,$26.48
"Wed, Feb 23, 2022",12,175,$3.52,$42.29
"Thu, Feb 24, 2022",1,14,$33.71,$33.71
"Fri, Feb 25, 2022",3,32,$11.32,$33.96
"Sat, Feb 26, 2022",1,40,$0.86,$0.86
"Sun, Feb 27, 2022",3,38,$1.70,$5.11
"Mon, Feb 28, 2022",8,85,$7.50,$60.00
"Tue, Mar 1, 2022",5,67,$6.67,$33.33
"Wed, Mar 2, 2022",2,37,$17.75,$35.50
"Thu, Mar 3, 2022",3,67,$8.38,$25.15
"Fri, Mar 4, 2022",4,64,$2.15,$8.59
