Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64012,9
64014,19
64015,10
64016,5
64017,4
64024,5
64029,9
64030,13
64034,2
64040,5
64050,15
64052,11
64053,5
64055,19
64056,12
64057,15
64058,17
64060,9
64062,1
64063,3
64064,1
64068,39
64070,1
64075,6
64078,3
64079,3
64080,2
64081,3
64082,9
64083,12
64085,2
64086,52
64089,14
64097,1
64098,4
64106,24
64108,111
64109,14
64110,28
64111,75
64112,25
64113,13
64114,33
64116,96
64117,1
64118,3
64119,14
64120,9
64123,3
64125,1
64127,12
64128,1
64129,6
64130,19
64131,24
64132,11
64133,95
64134,10
64137,16
64138,10
64139,1
64145,11
64146,4
64147,3
64149,2
64150,3
64151,28
64152,9
64153,14
64154,13
64155,18
64156,2
64157,17
64158,4
64161,3
64454,2
64477,2
64701,3
65616,19
65802,15
65803,10
65804,29
65806,36
65807,32
65809,5
65810,2
66002,1
66006,5
66007,2
66012,2
66018,3
66025,1
66030,6
66031,5
66043,3
66044,31
66046,2
66048,21
66049,15
66052,1
66053,2
66054,1
66061,20
66062,28
66071,9
66073,1
66083,2
66085,6
66086,6
66101,8
66102,14
66103,26
66104,18
66105,3
66106,14
66109,30
66111,4
66112,15
66115,4
66202,10
66203,3
66204,30
66205,9
66206,14
66207,3
66208,18
66209,14
66210,41
66211,18
66212,26
66213,20
66214,5
66215,41
66216,10
66217,1
66218,3
66219,19
66220,5
66221,10
66223,20
66224,7
66226,8
66227,5
Branson,0
Springfield,0
