Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,1
64012,14
64014,23
64015,6
64019,1
64024,2
64029,14
64030,19
64034,3
64040,1
64050,19
64052,7
64053,3
64055,29
64056,8
64057,7
64058,6
64060,8
64063,2
64064,6
64067,1
64068,21
64070,1
64075,19
64078,7
64079,9
64080,1
64081,2
64082,24
64083,16
64085,1
64086,65
64089,10
64098,1
64106,28
64108,133
64109,13
64110,20
64111,53
64112,48
64113,23
64114,50
64116,123
64117,7
64118,2
64119,15
64120,14
64123,8
64127,6
64129,4
64130,9
64131,27
64132,14
64133,100
64134,13
64137,15
64138,24
64145,9
64146,4
64147,4
64149,5
64150,3
64151,20
64152,27
64153,16
64154,4
64155,8
64156,1
64157,23
64158,4
64161,3
64164,2
64167,1
64439,1
64701,5
64734,1
64746,3
65616,14
65802,23
65803,22
65804,29
65806,22
65807,31
65809,1
65810,5
66002,1
66006,8
66007,2
66018,2
66030,29
66044,28
66046,2
66048,8
66049,9
66052,3
66053,16
66061,23
66062,25
66071,14
66083,3
66085,7
66086,2
66101,14
66102,7
66103,12
66104,12
66105,3
66106,43
66109,32
66111,4
66112,11
66115,4
66202,19
66203,7
66204,28
66205,45
66206,31
66207,3
66208,12
66209,10
66210,35
66211,28
66212,48
66213,42
66214,13
66215,51
66216,17
66217,1
66218,8
66219,15
66220,6
66221,16
66223,17
66224,13
66226,4
66227,2
Branson,0
Springfield,0
