Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,8
64012,87
64014,91
64015,115
64016,12
64019,3
64024,65
64029,65
64030,57
64034,42
64035,1
64037,15
64040,19
64048,11
64050,119
64052,97
64053,42
64054,3
64055,148
64056,47
64057,54
64058,29
64060,28
64061,3
64062,87
64063,22
64064,14
64067,5
64068,169
64070,4
64075,87
64076,9
64078,51
64079,73
64080,132
64081,27
64082,104
64083,263
64085,51
64086,172
64089,39
64097,11
64098,3
64106,39
64108,124
64109,57
64110,73
64111,120
64112,187
64113,14
64114,93
64116,176
64117,84
64118,87
64119,127
64120,49
64123,32
64124,33
64125,11
64126,11
64127,45
64128,17
64129,399
64130,83
64131,93
64132,36
64133,442
64134,33
64137,10
64138,193
64145,31
64146,1
64147,11
64149,7
64150,10
64151,178
64152,96
64153,33
64154,22
64155,46
64156,9
64157,26
64158,5
64161,10
64163,7
64165,1
64401,1
64429,1
64439,3
64440,27
64448,1
64454,5
64465,6
64474,3
64477,21
64490,4
64492,4
64501,89
64503,94
64504,2
64505,8
64506,47
64507,21
64701,32
64734,5
64742,4
64746,6
64747,14
65616,351
65802,250
65803,181
65804,223
65806,24
65807,479
65809,12
65810,86
66002,66
66006,30
66007,20
66012,25
66013,3
66018,24
66025,5
66027,32
66030,108
66031,6
66043,11
66044,194
66045,3
66046,27
66047,14
66048,48
66049,39
66052,3
66053,14
66054,6
66061,97
66062,198
66064,17
66066,49
66067,1
66070,4
66071,8
66083,56
66085,10
66086,7
66090,6
66097,1
66101,108
66102,121
66103,81
66104,102
66105,52
66106,72
66109,122
66111,76
66112,54
66115,5
66202,37
66203,22
66204,41
66205,12
66206,45
66207,18
66208,45
66209,33
66210,47
66211,165
66212,185
66213,96
66214,35
66215,127
66216,62
66217,2
66218,24
66219,16
66220,4
66221,81
66223,76
66224,38
66226,63
66227,9
Branson,0
Springfield,0
