Word,Cost,Clicks,Impressions,Conversions,Top Containing Queries
kansas city,$17.39,4,76,0.00,"(videographer kansas city, production companies kansas city, agencies in kansas city)"
video,$19.24,2,72,0.00,"(audio video companies near me, video production kansas city, video photographer)"
companies,$5.69,2,56,0.00,"(audio video companies near me, production companies kansas city, event production companies kansas city)"
me,$13.03,2,52,0.00,"(audio video companies near me, videographer near me, av production near me)"
production,$8.09,2,52,0.00,"(production companies kansas city, video production kansas city, event production companies kansas city)"
near me,$13.03,2,50,0.00,"(audio video companies near me, videographer near me, av production near me)"
audio,$12.20,1,34,0.00,"(audio video companies near me, kansas city audio visual companies, show me audio visual)"
videographer,$0.00,0,26,0.00,"(videographer kansas city, kansas city videographer, videographer near me)"
film,$9.44,2,18,0.00,"(film producer, film studios near me, kansas city film office)"
agencies,$4.24,1,16,0.00,"(agencies in kansas city, advertising agencies kansas city, ad agencies in kansas city)"
in,$0.00,0,15,0.00,"(agencies in kansas city, ad agencies in kansas city, ad agencies in kc)"
media,$0.00,0,13,0.00,"(conversion media house, media mix kansas city, media conglomerate)"
ad,$0.00,0,11,0.00,"(ad agency kansas city, ad agencies in kansas city, ad agencies in kc)"
company,$12.20,1,9,0.00,"(video production company kansas city, animation company near me, audio and video company)"
movie,$0.00,0,8,0.00,"(how to make a movie, action movie production companies, directing a movie)"
advertising,$9.30,2,8,0.00,"(advertising agencies kansas city, advertising agency kansas city, advertising agency)"
agency,$5.06,1,8,0.00,"(ad agency kansas city, advertising agency kansas city, advertising agency)"
a,$0.00,0,7,0.00,"(how to make a movie, a to z video kansas city, directing a movie)"
to,$0.00,0,6,0.00,"(how to make a movie, a to z video kansas city, how to video)"
producer,$0.00,0,6,0.00,"(film producer, producer services, video producer near me)"
kc,$0.00,0,5,0.00,"(ad agencies in kc, kc film office, marketing agency kc)"
how to,$0.00,0,5,0.00,"(how to make a movie, how to video)"
audio visual,$0.00,0,5,0.00,"(kansas city audio visual companies, show me audio visual)"
worldwide,$1.06,4,5,0.00,(outpost worldwide)
studios,$17.38,2,5,0.00,"(film studios near me, indie animation studios, kansas city animation studios)"
outpost,$1.06,4,5,0.00,(outpost worldwide)
av,$0.00,0,4,0.00,"(av production near me, av companies near me, av rental kansas city)"
photographer,$0.00,0,4,0.00,(video photographer)
make,$0.00,0,4,0.00,(how to make a movie)
productions,$0.00,0,4,0.00,"(big day productions, call it magic productions, mod productions)"
studio,$0.00,0,3,0.00,"(film studio near me, starting a film studio, studio production)"
film office,$0.00,0,3,0.00,"(kansas city film office, kc film office)"
animation,$0.00,0,3,0.00,"(animation company near me, indie animation studios, kansas city animation studios)"
event,$0.00,0,3,0.00,(event production companies kansas city)
mix,$0.00,0,3,0.00,(media mix kansas city)
services,$0.00,0,3,0.00,"(drone filming services, producer services, video transfer services near me)"
transfer service,$0.00,0,3,0.00,"(video transfer service near me, video transfer services near me)"
music video,$0.00,0,3,0.00,"(music video near me, music video company)"
house,$0.00,0,3,0.00,(conversion media house)
and,$12.20,1,3,0.00,"(sight and sound films, audio and video company)"
conversion,$0.00,0,3,0.00,(conversion media house)
entertainment companies,$4.64,1,3,0.00,"(entertainment companies near me, entertainment companies)"
videography,$0.00,0,2,0.00,(videography kansas city)
big,$0.00,0,2,0.00,(big day productions)
sight,$0.00,0,2,0.00,(sight and sound films)
at,$0.00,0,2,0.00,(at production)
filmmaking,$0.00,0,2,0.00,"(define filmmaking, filmmaking conferences)"
conglomerate,$0.00,0,2,0.00,(media conglomerate)
corporate,$0.00,0,2,0.00,(corporate video production kansas city)
sound,$0.00,0,2,0.00,(sight and sound films)
day,$0.00,0,2,0.00,(big day productions)
films,$0.00,0,2,0.00,(sight and sound films)
develop,$0.00,0,2,0.00,"(develop film near me, film develop near me)"
