Date,Clicks,Impressions,Avg. CPC,Cost
"Wed, Jun 28, 2023",17,"7,596",$0.98,$16.69
"Thu, Jun 29, 2023",14,"6,229",$1.28,$17.92
"Fri, Jun 30, 2023",19,"6,327",$0.78,$14.86
"Sat, Jul 1, 2023",25,"11,204",$0.63,$15.67
"Sun, Jul 2, 2023",19,"8,152",$0.63,$12.00
"Mon, Jul 3, 2023",24,"10,523",$1.28,$30.70
"Tue, Jul 4, 2023",22,"9,392",$0.79,$17.30
"Wed, Jul 5, 2023",21,"9,853",$1.26,$26.49
"Thu, Jul 6, 2023",10,"2,101",$3.58,$35.83
"Fri, Jul 7, 2023",15,"2,688",$1.17,$17.56
"Sat, Jul 8, 2023",12,"15,521",$1.26,$15.17
"Sun, Jul 9, 2023",20,"5,336",$0.51,$10.12
"Mon, Jul 10, 2023",19,"7,639",$0.86,$16.38
"Tue, Jul 11, 2023",22,"6,726",$1.16,$25.54
"Wed, Jul 12, 2023",24,"9,716",$0.94,$22.54
"Thu, Jul 13, 2023",15,"5,515",$1.71,$25.60
"Fri, Jul 14, 2023",16,"10,758",$0.95,$15.24
"Sat, Jul 15, 2023",18,"9,140",$0.81,$14.60
"Sun, Jul 16, 2023",17,"12,225",$0.68,$11.59
"Mon, Jul 17, 2023",9,"8,731",$1.17,$10.55
"Tue, Jul 18, 2023",19,"14,566",$0.66,$12.48
"Wed, Jul 19, 2023",21,"11,840",$0.71,$15.00
"Thu, Jul 20, 2023",21,"7,628",$1.88,$39.54
"Fri, Jul 21, 2023",17,"5,664",$2.35,$40.00
"Sat, Jul 22, 2023",5,"1,196",$3.67,$18.33
"Sun, Jul 23, 2023",18,"5,638",$1.62,$29.10
"Mon, Jul 24, 2023",24,"9,044",$0.53,$12.70
"Tue, Jul 25, 2023",22,"8,960",$0.76,$16.80
"Wed, Jul 26, 2023",15,"12,854",$1.11,$16.63
"Thu, Jul 27, 2023",15,"14,110",$1.35,$20.26
