Date,Clicks,Impressions,Avg. CPC,Cost
"Wed, Nov 30, 2022",5,123,$2.16,$10.79
"Thu, Dec 1, 2022",2,22,$13.78,$27.56
"Fri, Dec 2, 2022",5,85,$5.10,$25.49
"Sat, Dec 3, 2022",2,15,$8.14,$16.29
"Sun, Dec 4, 2022",4,31,$2.06,$8.24
"Mon, Dec 5, 2022",4,35,$7.00,$28.01
"Tue, Dec 6, 2022",6,64,$2.86,$17.18
"Wed, Dec 7, 2022",2,8,$11.79,$23.58
"Thu, Dec 8, 2022",5,21,$3.53,$17.65
"Fri, Dec 9, 2022",3,31,$7.40,$22.21
"Sat, Dec 10, 2022",0,10,$0.00,$0.00
"Sun, Dec 11, 2022",3,17,$0.49,$1.47
"Mon, Dec 12, 2022",4,65,$9.24,$36.95
"Tue, Dec 13, 2022",5,95,$6.35,$31.73
"Wed, Dec 14, 2022",2,98,$17.15,$34.30
"Thu, Dec 15, 2022",2,27,$11.29,$22.58
"Fri, Dec 16, 2022",2,76,$11.49,$22.99
"Sat, Dec 17, 2022",4,265,$1.78,$7.13
"Sun, Dec 18, 2022",11,866,$1.56,$17.19
"Mon, Dec 19, 2022",4,"1,145",$7.19,$28.76
"Tue, Dec 20, 2022",7,622,$3.29,$23.01
"Wed, Dec 21, 2022",5,660,$4.28,$21.40
"Thu, Dec 22, 2022",6,959,$4.87,$29.21
"Fri, Dec 23, 2022",3,85,$2.75,$8.24
"Sat, Dec 24, 2022",10,"1,287",$2.03,$20.33
"Sun, Dec 25, 2022",9,"1,866",$1.92,$17.26
"Mon, Dec 26, 2022",7,"4,384",$1.61,$11.26
"Tue, Dec 27, 2022",12,"3,095",$1.75,$21.04
"Wed, Dec 28, 2022",12,"2,177",$1.03,$12.31
"Thu, Dec 29, 2022",7,923,$1.45,$10.17
