Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64012,107
64014,66
64015,85
64016,2
64019,8
64024,104
64029,48
64030,111
64034,11
64035,1
64037,33
64040,7
64048,5
64050,184
64052,103
64053,8
64054,1
64055,201
64056,54
64057,23
64058,10
64060,55
64061,55
64062,4
64063,9
64064,13
64067,147
64068,98
64070,7
64071,5
64075,73
64076,14
64078,98
64079,102
64080,24
64081,116
64082,32
64083,71
64084,1
64085,98
64086,325
64088,203
64089,37
64097,4
64098,6
64106,58
64108,133
64109,35
64110,79
64111,86
64112,30
64113,64
64114,243
64116,171
64117,114
64118,190
64119,86
64120,13
64123,35
64124,12
64125,25
64126,12
64127,68
64129,38
64130,50
64131,153
64132,24
64133,413
64134,74
64137,23
64138,99
64139,4
64145,35
64146,11
64147,3
64149,3
64150,16
64151,155
64152,221
64153,35
64154,190
64155,47
64156,3
64157,64
64158,8
64161,4
64165,9
64167,1
64429,8
64439,2
64443,4
64448,1
64454,3
64465,1
64477,246
64492,1
64501,24
64503,47
64504,40
64506,6
64507,111
64701,105
64725,1
64734,3
64742,11
64746,4
64747,5
65616,348
65802,154
65803,189
65804,89
65806,4
65807,422
65809,31
65810,93
66002,22
66006,15
66007,13
66012,50
66013,8
66018,5
66020,2
66025,4
66027,16
66030,84
66031,7
66043,19
66044,152
66046,22
66047,16
66048,27
66049,82
66052,1
66053,2
66054,2
66061,135
66062,265
66064,8
66066,4
66067,59
66070,1
66071,10
66073,24
66083,28
66085,63
66086,35
66090,7
66097,2
66101,84
66102,124
66103,83
66104,85
66105,28
66106,119
66109,111
66111,60
66112,30
66115,17
66202,61
66203,71
66204,129
66205,54
66206,59
66207,19
66208,60
66209,94
66210,73
66211,23
66212,288
66213,287
66214,66
66215,171
66216,191
66217,12
66218,14
66219,23
66220,18
66221,58
66223,77
66224,69
66226,105
66227,6
Branson,0
Springfield,0
