Date,Clicks,Impressions,Avg. CPC,Cost
"Fri, Dec 30, 2022",7,"2,198",$2.11,$14.79
"Sat, Dec 31, 2022",16,"4,674",$0.87,$13.90
"Sun, Jan 1, 2023",8,845,$2.12,$16.94
"Mon, Jan 2, 2023",12,"2,289",$1.72,$20.62
"Tue, Jan 3, 2023",9,"2,581",$1.92,$17.31
"Wed, Jan 4, 2023",13,"1,820",$2.42,$31.52
"Thu, Jan 5, 2023",4,351,$3.96,$15.83
"Fri, Jan 6, 2023",5,"1,145",$4.30,$21.52
"Sat, Jan 7, 2023",8,"1,621",$1.33,$10.60
"Sun, Jan 8, 2023",13,"3,095",$0.83,$10.83
"Mon, Jan 9, 2023",11,"2,032",$3.57,$39.23
"Tue, Jan 10, 2023",12,"1,639",$2.86,$34.27
"Wed, Jan 11, 2023",10,"1,972",$1.62,$16.18
"Thu, Jan 12, 2023",17,"2,695",$1.01,$17.13
"Fri, Jan 13, 2023",12,"2,479",$0.91,$10.95
"Sat, Jan 14, 2023",13,"2,075",$1.94,$25.19
"Sun, Jan 15, 2023",11,"2,367",$1.50,$16.54
"Mon, Jan 16, 2023",8,"1,513",$2.94,$23.53
"Tue, Jan 17, 2023",8,"2,599",$2.53,$20.28
"Wed, Jan 18, 2023",11,"1,353",$2.41,$26.55
"Thu, Jan 19, 2023",12,"2,221",$1.43,$17.15
"Fri, Jan 20, 2023",2,396,$5.61,$11.21
"Sat, Jan 21, 2023",8,"1,701",$1.37,$10.97
"Sun, Jan 22, 2023",6,"2,028",$1.93,$11.60
"Mon, Jan 23, 2023",8,752,$3.09,$24.70
"Tue, Jan 24, 2023",9,"1,316",$2.12,$19.06
"Wed, Jan 25, 2023",7,"1,148",$1.59,$11.10
"Thu, Jan 26, 2023",14,"4,173",$2.25,$31.53
"Fri, Jan 27, 2023",7,"1,137",$2.34,$16.35
"Sat, Jan 28, 2023",12,"2,476",$1.37,$16.44
