Word,Cost,Clicks,Impressions,Conversions,Top Containing Queries
video,$91.44,9,299,0.00,"(video production, video production kansas city, video production springfield mo)"
production,$132.83,12,227,0.00,"(kansas city production companies, video production, video production kansas city)"
kansas,$105.84,11,172,0.00,"(graphic design kansas city mo, videographer kansas city, kansas city videographer)"
city,$105.84,11,170,0.00,"(graphic design kansas city mo, videographer kansas city, kansas city videographer)"
productions,$22.72,3,96,0.00,"(epic productions, blue fox productions, rushing productions)"
near me,$53.24,3,89,0.00,"(recording studios near me, video transfer services near me, adult filming near me)"
videographer,$54.87,9,88,0.00,"(videographer, videographer kansas city, kansas city videographer)"
companies,$70.37,6,85,0.00,"(kansas city production companies, entertainment companies kansas city, video production companies kansas city)"
media,$97.28,7,57,0.00,"(something different media group, real media kc, streaming media)"
recording,$34.18,1,55,0.00,"(recording studios near me, recording studio, video recording studio)"
design,$4.63,1,48,0.00,"(graphic design kansas city mo, graphic design, graphic design overland park)"
studios,$37.79,2,47,0.00,"(recording studios near me, photography studios in kansas city, recording studios)"
graphic,$12.94,2,43,0.00,"(graphic design kansas city mo, graphic design, graphic design overland park)"
motion,$8.16,1,43,0.00,"(motion graphics, kansas city motion graphics, motion graphics kansas city)"
film,$78.83,6,37,0.00,"(film internships kansas city, film production companies in kansas city, missouri film office)"
studio,$0.00,0,33,0.00,"(recording studio, video recording studio, production studio)"
graphics,$8.16,1,31,0.00,"(motion graphics, kansas city motion graphics, motion graphics kansas city)"
live,$0.00,0,31,0.00,"(live streaming, live video, live streaming site)"
videography,$7.58,2,30,0.00,"(videography kansas city, videography, equipment for videography)"
in,$8.16,1,30,0.00,"(video production companies in kansas city, film production companies in kansas city, photography studios in kansas city)"
mo,$0.00,0,29,0.00,"(graphic design kansas city mo, video production springfield mo, graphic design branson mo)"
streaming,$17.78,1,27,0.00,"(streaming media, live streaming, live streaming site)"
video editor,$0.00,0,26,0.00,"(video editor, video editor contact, video editor contract)"
company,$0.00,0,25,0.00,"(movie company near me, video production company kansas city, business license for film production company)"
services,$0.00,0,21,0.00,"(video transfer services near me, creative services producer, video production services)"
kc,$23.27,3,20,0.00,"(real media kc, kc productions, kc videographer)"
music video,$6.50,1,20,0.00,"(who can shoot my music video, music video companies, music video directors)"
editing,$0.00,0,20,0.00,"(offshore video editing, video editing productions, best video creation and editing software)"
real,$16.55,2,19,0.00,"(real media kc, high end real estate videos, real estate video blueprint)"
how,$1.45,1,18,0.00,"(how much for motion graphics, how do you make a video, how do you start your own production company)"
a,$1.45,1,17,0.00,"(a & o productions, a to z video kansas city, help make a movie)"
media group,$56.39,3,17,0.00,"(something different media group, wrigley media group)"
for,$8.96,1,16,0.00,"(equipment for videography, how much for motion graphics, business license for film production company)"
different,$56.39,3,16,0.00,(something different media group)
something,$56.39,3,16,0.00,(something different media group)
footage,$9.12,2,15,0.00,"(kansas city drone footage, drone footage, footage)"
drone,$2.94,1,15,0.00,"(kansas city drone footage, drone footage, tornado drone footage kansas)"
to,$1.45,1,14,0.00,"(a to z video kansas city, convert vhs to digital service near me, film to dvd transfer service near me)"
epic,$0.00,0,14,0.00,"(epic productions, epic productions kansas city, epic photography kansas city)"
service,$0.00,0,13,0.00,"(video duplication service, video transfer service near me, best video transfer service near me)"
outpost,$0.68,1,12,0.00,(outpost worldwide)
freelance video,$0.00,0,12,0.00,"(freelance video editor, freelance videographer, find freelance video editor)"
worldwide,$0.68,1,12,0.00,(outpost worldwide)
films,$6.37,1,11,0.00,"(moontage films, helium films usa, bx films)"
post,$12.09,1,10,0.00,"(audio post production companies, complete post production, finishing post production)"
springfield mo,$0.00,0,10,0.00,"(video production springfield mo, video production services springfield mo)"
internships,$5.68,1,10,0.00,"(video production internships, film internships kansas city, summer video production internships)"
entertainment,$0.00,0,10,0.00,"(entertainment companies kansas city, entertainment production)"
audio,$20.09,1,10,0.00,"(audio visual companies kansas city, audio post production companies, audio video companies near me)"
event,$0.00,0,10,0.00,"(event production companies kansas city, rt event productions, corporate event videos)"
videos,$0.00,0,9,0.00,"(ecommerce product videos, best made videos, company videos)"
transfer,$0.00,0,9,0.00,"(video transfer services near me, video transfer service near me, best video transfer service near me)"
producer,$3.32,1,9,0.00,"(video producer, creative services producer, video podcast producer)"
wedding,$2.17,1,8,0.00,"(wedding videographer kansas city, wedding videography, wedding video editing service)"
lemonlight,$0.00,0,8,0.00,"(lemonlight, lemonlight inglewood, lemonlight media)"
shoot,$0.00,0,8,0.00,"(who can shoot my music video, music video shoot, how much does it cost to shoot a music video)"
the,$0.00,0,7,0.00,"(the spotlight media productions, top video production companies in the us, in the dark productions)"
how much,$0.00,0,7,0.00,"(how much for motion graphics, how much do videographers charge, how much does a professional video cost)"
equipment,$0.00,0,7,0.00,"(equipment for videography, video equipment, live stream equipment)"
and,$0.00,0,7,0.00,"(animation interactive technology video graphics and special effects, best video creation and editing software, dvd and video service)"
photography,$0.00,0,7,0.00,"(photography studios in kansas city, product photography kansas city, drone photography kansas city)"
videographers,$0.00,0,6,0.00,"(videographers in kansas city, how much do videographers charge, kansas city videographers)"
movie,$0.00,0,6,0.00,"(movie company near me, help make a movie, insurance for movie production)"
wirecast,$0.00,0,6,0.00,"(wirecast, wirecast studio)"
crew,$10.41,2,6,0.00,"(camera crew hire, film crew for hire, film crew los angeles)"
camera,$0.00,0,6,0.00,"(camera crew hire, live feed camera, live streaming mobile camera)"
product,$0.00,0,6,0.00,"(ecommerce product videos, product photography kansas city, product video)"
missouri,$28.72,1,6,0.00,"(missouri film office, missouri video production, recording studios in kansas city missouri)"
classes,$0.00,0,6,0.00,"(videography classes, motion design classes, video editing classes near me)"
cost,$0.00,0,6,0.00,"(average cost of tv commercial production, how much does a professional video cost, how much does a professional videographer cost)"
designer,$8.31,1,6,0.00,"(graphic designer, motion designer, motion designer website)"
visual,$20.09,1,5,0.00,"(audio visual companies kansas city, audio visual production, audio visual rentals near me)"
