Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,5
64012,191
64014,163
64015,99
64016,6
64019,1
64024,127
64029,135
64030,142
64034,14
64035,1
64037,22
64040,30
64048,7
64050,139
64052,209
64053,34
64054,17
64055,233
64056,109
64057,50
64058,55
64060,98
64061,3
64062,10
64063,32
64064,59
64067,28
64068,284
64070,15
64075,28
64076,20
64077,15
64078,37
64079,104
64080,147
64081,41
64082,33
64083,69
64085,11
64086,127
64088,7
64089,74
64097,1
64098,10
64106,136
64108,"1,652"
64109,59
64110,108
64111,251
64112,65
64113,52
64114,138
64116,383
64117,50
64118,145
64119,140
64120,87
64123,59
64124,81
64125,4
64126,21
64127,127
64128,21
64129,239
64130,183
64131,330
64132,126
64133,717
64134,168
64136,7
64137,65
64138,151
64139,3
64145,72
64146,10
64149,11
64150,54
64151,215
64152,125
64153,45
64154,13
64155,48
64156,9
64157,87
64158,51
64161,17
64163,9
64164,9
64165,5
64401,1
64454,2
64465,14
64490,4
64493,2
64501,50
64503,43
64504,25
64506,8
64507,13
64671,10
64701,87
64725,3
64734,8
64742,1
64746,1
64747,23
65616,168
65802,226
65803,149
65804,60
65806,32
65807,177
65809,137
65810,36
66002,53
66006,35
66007,32
66012,20
66013,1
66018,20
66025,16
66027,12
66030,112
66031,1
66043,21
66044,326
66045,7
66046,118
66047,56
66048,167
66049,127
66050,5
66052,15
66053,29
66054,5
66061,199
66062,348
66064,25
66066,5
66071,50
66073,17
66083,69
66085,42
66086,10
66090,27
66092,8
66101,151
66102,243
66103,236
66104,170
66105,37
66106,183
66109,199
66111,397
66112,1
66202,81
66203,65
66204,86
66205,37
66206,43
66207,25
66208,17
66209,59
66210,114
66211,60
66212,124
66213,85
66214,84
66215,89
66216,175
66217,12
66218,16
66219,61
66220,21
66221,18
66223,84
66224,43
66226,25
66227,29
Branson,0
Springfield,0
