Date,Clicks,Impressions,Avg. CPC,Cost
"Mon, May 29, 2023",19,"6,648",$0.78,$14.74
"Tue, May 30, 2023",21,"5,860",$0.65,$13.64
"Wed, May 31, 2023",26,"9,157",$1.21,$31.48
"Thu, Jun 1, 2023",14,"3,175",$2.01,$28.19
"Fri, Jun 2, 2023",28,"12,740",$1.01,$28.32
"Sat, Jun 3, 2023",26,"5,744",$0.78,$20.16
"Sun, Jun 4, 2023",23,"6,012",$1.30,$29.93
"Mon, Jun 5, 2023",5,"3,273",$3.14,$15.71
"Tue, Jun 6, 2023",22,"9,288",$1.04,$22.79
"Wed, Jun 7, 2023",11,"5,410",$1.62,$17.85
"Thu, Jun 8, 2023",15,"3,578",$1.69,$25.31
"Fri, Jun 9, 2023",15,"6,794",$0.82,$12.25
"Sat, Jun 10, 2023",12,"5,849",$1.19,$14.26
"Sun, Jun 11, 2023",20,"12,429",$0.74,$14.80
"Mon, Jun 12, 2023",13,"4,690",$1.00,$13.03
"Tue, Jun 13, 2023",13,"5,955",$0.87,$11.28
"Wed, Jun 14, 2023",9,"5,558",$1.48,$13.35
"Thu, Jun 15, 2023",17,"10,418",$0.82,$13.92
"Fri, Jun 16, 2023",9,"6,122",$1.48,$13.34
"Sat, Jun 17, 2023",16,"8,050",$0.89,$14.30
"Sun, Jun 18, 2023",21,"15,530",$0.97,$20.40
"Mon, Jun 19, 2023",17,"7,306",$1.07,$18.23
"Tue, Jun 20, 2023",20,"5,289",$1.66,$33.13
"Wed, Jun 21, 2023",16,"11,699",$2.45,$39.15
"Thu, Jun 22, 2023",16,"7,720",$2.49,$39.85
"Fri, Jun 23, 2023",13,"5,038",$1.10,$14.31
"Sat, Jun 24, 2023",11,"8,968",$1.46,$16.07
"Sun, Jun 25, 2023",10,"7,070",$1.19,$11.94
"Mon, Jun 26, 2023",11,"7,277",$1.21,$13.32
"Tue, Jun 27, 2023",22,"8,551",$1.82,$39.99
