Start Hour,Impressions
12 AM,0
1 AM,0
2 AM,0
3 AM,0
4 AM,0
5 AM,0
6 AM,0
7 AM,0
8 AM,0
9 AM,"76,420"
10 AM,"60,026"
11 AM,"35,612"
12 PM,"22,571"
1 PM,"19,496"
2 PM,"3,124"
3 PM,"3,276"
4 PM,646
5 PM,27
6 PM,0
7 PM,0
8 PM,0
9 PM,0
10 PM,0
11 PM,0
