Date,Clicks,Impressions,Avg. CPC,Cost
"Thu, Sep 1, 2022",3,67,$3.38,$10.13
"Fri, Sep 2, 2022",3,49,$17.18,$51.55
"Sat, Sep 3, 2022",2,24,$9.66,$19.32
"Sun, Sep 4, 2022",0,15,$0.00,$0.00
"Mon, Sep 5, 2022",2,53,$4.13,$8.25
"Tue, Sep 6, 2022",5,183,$7.87,$39.37
"Wed, Sep 7, 2022",3,74,$9.57,$28.70
"Thu, Sep 8, 2022",4,109,$5.94,$23.75
"Fri, Sep 9, 2022",1,42,$25.90,$25.90
"Sat, Sep 10, 2022",5,54,$4.35,$21.77
"Sun, Sep 11, 2022",2,33,$2.54,$5.09
"Mon, Sep 12, 2022",6,96,$4.08,$24.48
"Tue, Sep 13, 2022",5,50,$4.72,$23.61
"Wed, Sep 14, 2022",3,63,$6.27,$18.82
"Thu, Sep 15, 2022",5,62,$3.66,$18.28
"Fri, Sep 16, 2022",5,61,$3.85,$19.23
"Sat, Sep 17, 2022",2,47,$3.84,$7.68
"Sun, Sep 18, 2022",1,24,$4.46,$4.46
"Mon, Sep 19, 2022",4,131,$6.12,$24.47
"Tue, Sep 20, 2022",7,86,$5.34,$37.35
"Wed, Sep 21, 2022",6,84,$3.31,$19.88
"Thu, Sep 22, 2022",5,73,$4.73,$23.65
"Fri, Sep 23, 2022",2,88,$14.15,$28.31
"Sat, Sep 24, 2022",3,29,$6.31,$18.92
"Sun, Sep 25, 2022",0,33,$0.00,$0.00
"Mon, Sep 26, 2022",5,117,$7.06,$35.30
"Tue, Sep 27, 2022",4,81,$7.00,$27.99
"Wed, Sep 28, 2022",2,53,$5.34,$10.68
"Thu, Sep 29, 2022",2,54,$7.96,$15.92
"Fri, Sep 30, 2022",2,38,$3.13,$6.26
