Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,5
64012,5
64014,12
64015,10
64016,2
64024,4
64029,6
64030,10
64034,3
64048,8
64050,17
64052,6
64053,6
64055,16
64056,5
64057,12
64060,5
64061,1
64068,40
64075,5
64076,6
64078,2
64079,4
64082,14
64083,7
64084,1
64085,1
64086,39
64089,5
64097,2
64098,1
64106,23
64108,98
64109,3
64110,29
64111,67
64112,18
64113,5
64114,26
64116,90
64117,6
64118,6
64119,10
64120,6
64123,1
64124,1
64125,2
64126,2
64127,11
64129,6
64130,8
64131,18
64132,17
64133,64
64134,14
64137,11
64138,21
64145,2
64147,1
64149,1
64150,7
64151,20
64152,18
64153,12
64154,10
64155,8
64156,2
64157,6
64158,1
64161,3
64163,2
64164,1
64701,3
64734,4
65616,26
65802,18
65803,12
65804,20
65806,14
65807,20
65809,3
65810,1
66002,2
66006,1
66007,2
66012,2
66018,3
66021,1
66025,1
66027,1
66030,11
66044,19
66045,2
66046,6
66047,2
66048,6
66049,11
66052,2
66061,26
66062,38
66071,1
66085,3
66086,4
66092,1
66101,11
66102,15
66103,24
66104,19
66105,4
66106,16
66109,24
66111,4
66112,5
66115,2
66202,17
66203,1
66204,23
66205,10
66206,22
66207,3
66208,14
66209,6
66210,33
66211,22
66212,30
66213,16
66214,3
66215,19
66216,6
66218,3
66219,4
66220,3
66221,8
66223,18
66224,5
66226,8
66227,6
Branson,0
Springfield,0
