Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,2
64012,29
64014,26
64015,5
64019,1
64024,1
64029,2
64030,16
64034,3
64040,1
64048,1
64050,11
64052,30
64053,1
64055,28
64056,9
64057,12
64058,3
64060,8
64064,4
64068,53
64070,5
64075,14
64076,3
64078,3
64079,9
64080,9
64082,11
64083,5
64084,1
64085,2
64086,60
64089,16
64098,1
64106,40
64108,178
64109,20
64110,40
64111,90
64112,42
64113,19
64114,39
64116,148
64117,15
64118,10
64119,14
64120,13
64123,7
64125,1
64127,6
64129,7
64130,15
64131,29
64132,4
64133,84
64134,21
64137,11
64138,11
64139,2
64145,22
64146,1
64147,3
64149,5
64151,12
64152,14
64153,12
64154,15
64155,23
64156,2
64157,15
64158,7
64161,1
64163,1
64401,1
64448,6
64454,1
64465,4
64701,5
64734,1
65616,33
65802,14
65803,20
65804,53
65806,26
65807,38
65809,2
65810,1
66002,8
66006,2
66007,4
66012,4
66013,1
66018,3
66025,1
66027,1
66030,78
66031,1
66043,1
66044,38
66046,2
66047,1
66048,10
66049,30
66053,2
66054,4
66061,19
66062,44
66066,1
66071,2
66083,7
66085,2
66086,5
66088,1
66092,1
66101,9
66102,15
66103,30
66104,20
66105,9
66106,21
66109,38
66111,9
66112,3
66115,5
66202,13
66203,8
66204,25
66205,33
66206,33
66207,1
66208,19
66209,15
66210,50
66211,50
66212,74
66213,38
66214,14
66215,38
66216,33
66218,2
66219,12
66220,10
66221,13
66223,26
66224,14
66226,11
66227,3
Branson,0
Springfield,0
