Word,Cost,Clicks,Impressions,Conversions,Top Containing Queries
kansas city,$24.27,6,62,0.00,"(advertising agencies in kansas city, kansas city filmmakers, event production companies kansas city)"
production,$16.52,4,44,0.00,"(event production companies kansas city, aftahan production, local music video production)"
video,$22.13,5,38,0.00,"(video transfer services near me, video team com, local music video production)"
me,$30.80,3,35,0.00,"(videographers near me, video transfer services near me, videographer near me)"
near me,$17.21,2,33,0.00,"(videographers near me, video transfer services near me, videographer near me)"
media,$23.70,3,27,0.00,"(media company near me, new media productions, pops digital media)"
in,$0.00,0,22,0.00,"(advertising agencies in kansas city, ad agencies in kansas city, videographer in kansas city)"
film,$39.11,6,22,0.00,"(kc film office, film makers near me, film offices near me)"
productions,$13.59,1,21,0.00,"(epic productions kansas city, ml productions, new media productions)"
advertising,$2.67,1,20,0.00,"(advertising agencies in kansas city, advertising agency, top kansas city advertising agencies)"
companies,$2.67,1,20,0.00,"(event production companies kansas city, documentary production companies nyc, graphic design companies kansas city)"
agencies,$0.00,0,19,0.00,"(advertising agencies in kansas city, ad agencies in kansas city, top kansas city advertising agencies)"
videographer,$7.12,1,15,0.00,"(videographer near me, kansas city videographer, videographer)"
company,$0.00,0,14,0.00,"(film production company internships, kansas city marketing company, marketing company kansas city)"
studio,$0.00,0,11,0.00,"(videography studio near me, animation studio, film studio companies)"
worldwide,$4.69,4,11,0.00,(outpost worldwide)
videographers,$5.47,3,11,0.00,"(videographers near me, videographers, local videographers)"
outpost,$4.69,4,11,0.00,(outpost worldwide)
com,$2.97,1,10,0.00,"(mobile creek com, video team com, video one com)"
services,$0.00,0,9,0.00,"(video transfer services near me, audio visual services, filming services)"
videography,$0.00,0,8,0.00,"(videography studio near me, studio videography, videography kc)"
movie,$0.00,0,8,0.00,"(entertainment movie production companies, movie companies, movie creator)"
group,$0.00,0,7,0.00,"(360 production group, boge media group, flare media group)"
filmmakers,$0.00,0,7,0.00,(kansas city filmmakers)
local,$2.65,1,6,0.00,"(local music video production, local video production companies, local videographers)"
kc,$35.15,5,6,0.00,"(kc film office, real media kc, videography kc)"
agency,$0.00,0,6,0.00,"(advertising agency, ad agency kansas city, advertising agency kansas city)"
marketing,$0.00,0,6,0.00,"(kansas city marketing company, marketing company kansas city, creative marketing company)"
music video,$0.00,0,6,0.00,"(local music video production, how to make a music video, music video cameraman)"
studios,$0.00,0,5,0.00,"(film studios in america, film studios near me, mission studios)"
transfer,$0.00,0,5,0.00,(video transfer services near me)
videos,$0.00,0,4,0.00,"(how to make videos, photo videos, product videos)"
real media,$9.48,1,4,0.00,"(real media kc, real media, real media kansas city)"
ad,$0.00,0,4,0.00,"(ad agencies in kansas city, ad agency kansas city, kansas city ad agency)"
film office,$25.67,4,4,0.00,"(kc film office, kansas city film office)"
creek,$0.00,0,4,0.00,(mobile creek com)
event,$0.00,0,4,0.00,(event production companies kansas city)
one,$9.16,1,4,0.00,"(one cool film production, one gate media, square one media)"
team,$0.00,0,4,0.00,(video team com)
making,$0.00,0,4,0.00,"(making movies, movie making studio, movie making studios)"
digital,$0.00,0,4,0.00,"(pops digital media, digital video creator, film to digital service)"
mobile,$0.00,0,4,0.00,(mobile creek com)
graphic design,$0.00,0,4,0.00,"(graphic design companies kansas city, graphic design kansas city, kansas city graphic design)"
movies,$0.00,0,3,0.00,"(making movies, movies producers)"
epic,$0.00,0,3,0.00,"(epic productions kansas city, epic photos and films)"
entertainment,$0.00,0,3,0.00,"(entertainment movie production companies, magpie entertainment, pier productions and entertainment)"
top,$0.00,0,3,0.00,"(top kansas city advertising agencies, top movie producers)"
audio,$0.00,0,3,0.00,"(audio visual services, custom audio video, independence audio video)"
documentary,$0.00,0,3,0.00,"(documentary production companies nyc, documentary film makers)"
creator,$0.00,0,3,0.00,"(content creator management agency, digital video creator, movie creator)"
to,$0.00,0,3,0.00,"(film to digital service, how to make a music video, how to make videos)"
film makers,$4.28,1,3,0.00,"(film makers near me, documentary film makers)"
films,$0.00,0,3,0.00,"(epic photos and films, films production, freelance films)"
and,$0.00,0,3,0.00,"(adam and eve production company, epic photos and films, pier productions and entertainment)"
aftahan,$0.00,0,3,0.00,(aftahan production)
internships,$0.00,0,2,0.00,(film production company internships)
executive,$0.00,0,2,0.00,(executive production)
aspen,$0.00,0,2,0.00,(aspen production)
creative,$0.00,0,2,0.00,"(creative marketing company, creative solutions)"
momentum media,$0.00,0,2,0.00,"(momentum media, momentum media llc)"
av,$0.00,0,2,0.00,(bright av)
steel,$11.55,1,2,0.00,(steel city media kansas city)
bright,$0.00,0,2,0.00,(bright av)
producers,$0.00,0,2,0.00,"(movies producers, top movie producers)"
rental,$4.58,1,2,0.00,"(video production equipment rental, video studio rental)"
pops,$0.00,0,2,0.00,(pops digital media)
magic,$0.00,0,2,0.00,(magic production)
how to,$0.00,0,2,0.00,"(how to make a music video, how to make videos)"
offices,$0.00,0,2,0.00,(film offices near me)
ml,$0.00,0,2,0.00,(ml productions)
new,$0.00,0,2,0.00,(new media productions)
pro,$0.00,0,2,0.00,"(pro video, production pro)"
to make,$0.00,0,2,0.00,"(how to make a music video, how to make videos)"
show,$13.59,1,2,0.00,(show me productions)
media llc,$0.00,0,2,0.00,"(black moon media llc, momentum media llc)"
inc,$0.00,0,2,0.00,"(axletree media inc, fullvision inc)"
nyc,$0.00,0,2,0.00,(documentary production companies nyc)
flare,$0.00,0,1,0.00,(flare media group)
biteable,$0.00,0,1,0.00,(biteable)
opus,$0.00,0,1,0.00,(opus media group)
walsh,$0.00,0,1,0.00,(walsh productions)
america,$0.00,0,1,0.00,(film studios in america)
professional,$0.00,0,1,0.00,(professional videos)
freelance,$0.00,0,1,0.00,(freelance films)
visual,$0.00,0,1,0.00,(audio visual services)
celtera,$0.00,0,1,0.00,(celtera)
okeef,$0.00,0,1,0.00,(okeef media group)
am,$0.00,0,1,0.00,(am productions)
360,$0.00,0,1,0.00,(360 production group)
animation,$0.00,0,1,0.00,(animation studio)
moon,$0.00,0,1,0.00,(black moon media llc)
mission,$0.00,0,1,0.00,(mission studios)
4,$0.00,0,1,0.00,(4 film production)
fullvision,$0.00,0,1,0.00,(fullvision inc)
processing,$0.00,0,1,0.00,(film processing)
jf,$0.00,0,1,0.00,(jf productions)
photography,$0.00,0,1,0.00,(video photography near me)
anglefan,$0.00,0,1,0.00,(anglefan productions)
boss,$0.00,0,1,0.00,(freak boss productions)
independent,$0.00,0,1,0.00,(independent film services)
pier,$0.00,0,1,0.00,(pier productions and entertainment)
pros,$0.00,0,1,0.00,(video pros)
rkt,$0.00,0,1,0.00,(rkt productions)
arts,$0.00,0,1,0.00,(media arts group)
bandstand,$0.00,0,1,0.00,(bandstand productions)
loud,$0.00,0,1,0.00,(loud production group)
a,$0.00,0,1,0.00,(how to make a music video)
editor,$12.93,1,1,0.00,(video editor near me)
product,$0.00,0,1,0.00,(product videos)
