Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64012,14
64014,15
64015,5
64024,1
64029,13
64030,22
64034,6
64036,1
64040,1
64048,1
64050,31
64052,7
64053,2
64055,15
64056,4
64057,10
64058,4
64060,5
64062,1
64063,4
64064,1
64067,2
64068,37
64070,5
64075,12
64076,2
64078,2
64079,12
64080,1
64081,3
64082,9
64083,16
64085,1
64086,67
64089,33
64098,1
64106,41
64108,132
64109,26
64110,38
64111,52
64112,40
64113,23
64114,52
64116,123
64117,6
64118,3
64119,8
64120,15
64123,4
64125,9
64126,3
64127,6
64129,11
64130,30
64131,35
64132,15
64133,88
64134,31
64137,15
64138,12
64139,5
64145,12
64146,5
64147,6
64149,1
64151,20
64152,21
64153,7
64154,5
64155,14
64157,16
64158,10
64161,2
64163,1
64165,1
64465,5
64477,3
64624,1
64701,11
65616,14
65802,15
65803,6
65804,24
65806,22
65807,44
65809,3
65810,6
66002,7
66006,2
66007,5
66012,5
66013,1
66018,6
66021,3
66025,5
66027,1
66030,10
66044,22
66045,4
66046,9
66047,2
66048,8
66049,22
66053,2
66061,23
66062,24
66071,8
66073,1
66083,6
66085,1
66086,2
66101,10
66102,14
66103,35
66104,10
66105,11
66106,26
66109,25
66111,13
66112,23
66115,8
66202,29
66203,2
66204,44
66205,31
66206,14
66207,11
66208,20
66209,9
66210,64
66211,24
66212,39
66213,26
66214,12
66215,56
66216,9
66217,1
66218,5
66219,15
66220,13
66221,15
66223,34
66224,12
66226,11
66227,2
Branson,0
Springfield,0
