Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,32
64012,170
64014,128
64015,224
64016,10
64018,1
64019,1
64024,148
64029,71
64030,191
64034,31
64036,6
64037,143
64040,111
64048,9
64050,235
64052,138
64053,47
64054,7
64055,620
64056,135
64057,115
64058,107
64060,66
64061,180
64062,34
64063,31
64064,30
64067,1
64068,419
64070,36
64071,1
64075,192
64076,88
64077,11
64078,40
64079,449
64080,93
64081,60
64082,40
64083,195
64084,23
64085,49
64086,214
64088,254
64089,107
64097,4
64098,18
64106,59
64108,169
64109,58
64110,85
64111,180
64112,300
64113,28
64114,155
64116,271
64117,106
64118,213
64119,183
64120,67
64123,56
64124,45
64125,30
64126,15
64127,102
64128,1
64129,680
64130,304
64131,175
64132,83
64133,"1,135"
64134,183
64136,11
64137,87
64138,245
64139,5
64145,52
64146,8
64147,7
64149,4
64150,16
64151,263
64152,154
64153,49
64154,61
64155,83
64156,10
64157,76
64158,6
64161,3
64163,2
64164,5
64165,3
64401,10
64429,1
64439,9
64440,1
64443,3
64448,15
64454,4
64465,14
64477,16
64490,1
64492,16
64493,1
64501,106
64503,85
64504,170
64506,66
64507,55
64671,2
64701,112
64734,11
64742,17
64746,22
64747,25
65616,532
65802,441
65803,775
65804,598
65806,39
65807,"2,028"
65809,67
65810,121
66002,88
66006,64
66007,30
66012,43
66013,4
66016,2
66018,41
66020,8
66021,6
66025,9
66027,14
66030,98
66031,40
66043,16
66044,450
66045,4
66046,62
66047,59
66048,106
66049,68
66050,1
66052,1
66053,7
66054,29
66061,254
66062,529
66064,30
66066,14
66070,2
66071,24
66073,80
66083,98
66085,60
66086,25
66088,7
66090,18
66092,4
66097,3
66101,138
66102,147
66103,143
66104,233
66105,77
66106,264
66109,134
66111,133
66112,141
66115,23
66202,72
66203,93
66204,153
66205,12
66206,103
66207,24
66208,40
66209,76
66210,183
66211,40
66212,316
66213,165
66214,46
66215,235
66216,230
66217,5
66218,33
66219,35
66220,20
66221,82
66223,139
66224,98
66226,62
66227,83
66512,13
Branson,0
Springfield,0
