Location Name,Impressions
"40.0 mi around Kansas City, KS",0
"40.0 mi around Kansas City, MO",0
64011,1
64012,33
64014,11
64015,79
64019,1
64024,4
64029,7
64030,20
64034,7
64040,7
64048,2
64050,16
64052,8
64053,6
64055,14
64056,15
64057,14
64058,3
64060,10
64063,4
64064,2
64067,1
64068,34
64070,4
64071,1
64075,23
64076,3
64077,1
64078,2
64079,6
64080,6
64082,12
64083,14
64085,1
64086,94
64089,15
64106,39
64108,237
64109,9
64110,44
64111,59
64112,32
64113,14
64114,46
64116,102
64117,12
64118,11
64119,18
64120,12
64123,5
64125,1
64126,1
64127,15
64129,14
64130,16
64131,30
64132,12
64133,91
64134,9
64137,24
64138,24
64139,3
64145,19
64146,3
64149,5
64150,3
64151,36
64152,19
64153,16
64154,17
64155,33
64156,2
64157,18
64158,13
64163,15
64439,1
64465,1
64701,8
64734,1
65616,17
65802,25
65803,39
65804,32
65806,18
65807,69
65809,9
65810,8
66002,5
66006,2
66007,4
66012,5
66018,2
66025,4
66027,3
66030,21
66031,1
66043,1
66044,20
66045,2
66046,10
66047,2
66048,7
66049,32
66053,4
66061,47
66062,39
66071,2
66083,10
66085,5
66086,1
66101,8
66102,11
66103,38
66104,15
66105,9
66106,30
66109,26
66111,7
66112,8
66115,4
66202,21
66203,6
66204,21
66205,18
66206,29
66207,10
66208,44
66209,23
66210,28
66211,47
66212,51
66213,38
66214,11
66215,51
66216,17
66218,5
66219,26
66220,4
66221,23
66223,35
66224,12
66226,6
66227,11
Branson,0
Springfield,0
