Date,Clicks,Impressions,Avg. CPC,Cost
"Tue, Jan 4, 2022",8,104,$7.36,$58.91
"Wed, Jan 5, 2022",13,57,$3.09,$40.19
"Thu, Jan 6, 2022",5,78,$12.18,$60.88
"Fri, Jan 7, 2022",3,97,$4.46,$13.39
"Sat, Jan 8, 2022",3,39,$4.05,$12.16
"Sun, Jan 9, 2022",6,75,$3.22,$19.31
"Mon, Jan 10, 2022",2,128,$4.26,$8.52
"Tue, Jan 11, 2022",8,197,$5.36,$42.90
"Wed, Jan 12, 2022",7,248,$5.54,$38.75
"Thu, Jan 13, 2022",6,152,$8.49,$50.93
"Fri, Jan 14, 2022",3,41,$6.25,$18.74
"Sat, Jan 15, 2022",7,35,$5.14,$35.95
"Sun, Jan 16, 2022",6,60,$7.16,$42.98
"Mon, Jan 17, 2022",6,118,$4.18,$25.08
"Tue, Jan 18, 2022",5,96,$6.23,$31.13
"Wed, Jan 19, 2022",7,109,$2.24,$15.70
"Thu, Jan 20, 2022",2,27,$13.80,$27.59
"Fri, Jan 21, 2022",3,88,$5.18,$15.55
"Sat, Jan 22, 2022",4,83,$4.13,$16.53
"Sun, Jan 23, 2022",1,75,$3.18,$3.18
"Mon, Jan 24, 2022",7,136,$8.02,$56.16
"Tue, Jan 25, 2022",6,161,$5.00,$29.97
"Wed, Jan 26, 2022",3,102,$14.50,$43.49
"Thu, Jan 27, 2022",6,183,$7.00,$42.02
"Fri, Jan 28, 2022",4,160,$2.02,$8.07
"Sat, Jan 29, 2022",3,55,$7.60,$22.80
"Sun, Jan 30, 2022",3,49,$2.18,$6.53
"Mon, Jan 31, 2022",8,183,$3.04,$24.28
"Tue, Feb 1, 2022",6,136,$8.17,$49.04
"Wed, Feb 2, 2022",6,75,$7.89,$47.37
